0.671716,0.00276837,59.6625,36.2,399
0.0428199,0.00169436,13.8333,37.5,324
0.587523,0.00201013,33.8226,38.7,531
0.576877,0.00228031,60.0526,35.6,313
0.300702,0.00232424,58.3636,46.6,383
1.51813,0.0098838,409.336,36.2,399
0.0436067,0.00142756,22.6667,40.3,307
3.12967,0.00403102,95.6589,36.4,684
2.46281,0.00440747,87.467,44.3,567
0.894476,0.00195826,50.9091,43.2,398
0.541136,0.00131904,30.5577,48.5,282
0.640937,0.00340874,141.452,41.8,289
0.155281,0.00118797,29.95,41.5,232
0.190268,0.00183384,77.6667,46.8,185
0.607571,0.00296625,66.7021,38.4,290
0.0917694,0.00210851,64.5,50.9,266
0.0308858,0.000770114,11,37.5,258
3.16111,0.00342456,82.2458,38.8,542
0.0876608,0.00382451,124.4,40.8,281
0.191896,0.0026855,75.3929,43.3,274
0.758325,0.00165762,28.6833,34.3,469
0.719009,0.00170528,27.1635,36.9,383
0.145894,0.00205825,22.2857,51.6,283
0.760669,0.00585088,172.697,42,208
0.6429,0.00206713,39.4821,48.8,485
1.09126,0.00200297,46.875,37.6,535
14.6647,0.00536828,22.2153,32.3,2925
0.128677,0.00192582,55.8889,45.3,279
0.0267014,0.000792465,15.25,36,125
0.809501,0.0016884,23.5784,39.1,460
