0,0.00111492,22
1,0.00244157,44.5
2,0.00244327,44.5
3,0.00231106,32
4,0.00219552,32
5,0.00293772,57.5
6,0.00355877,57.5
7,0.00162476,23.5
8,0.00158993,23.5
9,0.000925153,12
10,0.000874814,12
11,0.00195454,33.5
12,0.00195996,33.5
13,0.0012607,18
14,0.00207613,34
15,0.00122429,18
16,0.00209307,34
17,0.00225441,45.5
18,0.00296385,45.5
19,0.00119863,8
20,0.00085445,8
21,0.000851635,8
22,0.000892952,8
23,0.00169374,27
24,0.00293822,59
25,0.00270356,53
26,0.00130436,18.5
27,0.000916023,8
28,0.000830848,8
29,0.00100623,8
30,0.00100424,8
31,0.00172249,27
32,0.00141014,18.5
33,0.00527807,98
34,0.00203368,27
35,0.00140449,18.5
36,0.00124776,18.5
37,0.00132516,18.5
38,0.00125341,18.5
39,0.00121961,18.5
40,0.00125822,18.5
41,0.00132052,13.5
42,0.00143185,18.5
43,0.00129792,18.5
44,0.00132252,18.5
45,0.0013046,18.5
46,0.00120354,18.5
47,0.00130957,18.5
48,0.00112773,13.5
49,0.00168329,25
50,0.00191602,27
51,0.00125864,13.5
52,0.00116568,13.5
53,0.00160189,25
54,0.00242968,45.5
55,0.000861901,8.5
56,0.00103623,8.5
57,0.00103568,8.5
58,0.000879487,8.5
59,0.000825205,14.5,1
60,0.000751061,12
61,0.000999071,19
62,0.00138299,23.5
63,0.00199171,31
64,0.00208664,20
65,0.00241679,32.5
66,0.00454548,66.5
67,0.00127258,18
68,0.00120829,7.5
69,0.00194329,16
70,0.000571518,0
71,0.0014468,12
72,0.00200777,21
73,0.00108673,8.5
74,0.0023723,21
75,0.00223491,24.5
76,0.00135513,8.5
77,0.00190155,21
78,0.00159344,12
79,0.00198205,21
80,0.001451,12
81,0.00251571,21
82,0.00156481,12
83,0.002009,21
84,0.00121471,8.5
85,0.00259495,20.5
86,0.00114945,8.5
87,0.00216376,20.5
88,0.00118968,8.5
89,0.00208115,20.5
90,0.00159964,13.5
91,0.0019367,22
92,0.00227408,22
93,0.00190156,22
94,0.00126617,12
95,0.00132011,12
96,0.00126387,12
97,0.00184913,20.5
98,0.00186007,20.5
99,0.00188224,20.5
100,0.00184158,22
101,0.00272933,27.5
102,0.00237035,27.5
103,0.00242111,27.5
104,0.00108227,8.5
105,0.00183609,20.5
106,0.00132346,8.5
107,0.00185812,20.5
108,0.00100917,8.5
109,0.00190996,20.5
110,0.00200435,21.5
111,0.00198642,21.5
112,0.00244549,21.5
113,0.0014139,13.5
114,0.00245698,27
115,0.00151527,13.5
116,0.00233388,27
117,0.00159552,13.5
118,0.00237867,27
119,0.00202002,22
120,0.00223646,27
121,0.00214456,22
122,0.00204474,22.5
123,0.00200521,22.5
124,0.00196723,22.5
125,0.0023384,21
126,0.00208905,21.5
127,0.00252216,27
128,0.00205866,22.5
129,0.00234013,21
130,0.00222168,21.5
131,0.00200791,21
132,0.00242436,27
133,0.00300293,27
134,0.00258816,27
135,0.00115873,9
136,0.00208271,21
137,0.00125742,9.5
138,0.00203471,21.5
139,0.00119909,9
140,0.00214049,21
141,0.0011726,13
142,0.00214412,24.5
143,0.00268904,26.5
144,0.00255701,26.5
145,0.00258752,26.5
146,0.00208488,22
147,0.00200304,22
148,0.00202045,22
149,0.0020327,22
150,0.00231428,27
151,0.00209511,22
152,0.00198182,22
153,0.00224689,27
154,0.00231754,22
155,0.00202694,22
156,0.00225056,27
157,0.00207406,22
158,0.00148884,14
159,0.00216163,22.5
160,0.00154419,14
161,0.00211079,22.5
162,0.00158392,14
163,0.00240207,22.5
164,0.00143202,14
165,0.00220311,22.5
166,0.00190915,20
167,0.00234108,28.5
168,0.00234204,28.5
169,0.00243227,28.5
170,0.00229767,28.5
171,0.00232169,28.5
172,0.00175952,16
173,0.00161591,16.5
174,0.00158639,16
175,0.00161499,16
176,0.001779,16
177,0.00175066,16.5
178,0.00159847,16.5
179,0.00159001,16
180,0.00148351,16
181,0.00234628,26
182,0.00246672,27
183,0.00171197,22.5
184,0.00176659,22.5
185,0.00179202,22.5
186,0.00175036,22.5
187,0.00184922,22.5
188,0.00177984,22.5
189,0.00178811,22.5
190,0.00197579,22.5
191,0.00201025,22.5
192,0.0025936,31.5
193,0.00105969,9
194,0.00104416,9
195,0.00102431,9
196,0.00200227,21.5
197,0.00206483,21.5
198,0.00214746,21.5
199,0.00174125,20
200,0.00200635,20
201,0.00186281,20
202,0.00293583,34.5
203,0.00252127,34.5
204,0.00250701,29
205,0.00240195,29
206,0.00314796,29
207,0.00281379,29
208,0.00268428,28.5
209,0.0024797,28.5
210,0.0026048,28.5
211,0.00257616,28.5
212,0.00261779,28.5
213,0.00294246,29
214,0.00270804,29
215,0.00394109,29
216,0.00282553,29
217,0.0027535,29
218,0.0030313,29
219,0.00265055,29
220,0.0030627,29
221,0.00321182,29
222,0.00208464,16
223,0.00111772,12
224,0.00118049,12
225,0.0012135,12
226,0.00106248,12
227,0.00125972,12
228,0.00492437,46
229,0.00408485,46
230,0.00379947,46
231,0.0037647,46
232,0.00387922,46
233,0.0040215,46
234,0.00398132,46
235,0.00364863,46
236,0.00395562,46
237,0.00117125,12
238,0.00375461,47
239,0.00364288,47
240,0.00403894,47
241,0.00274911,33
242,0.00315506,33.5
243,0.00304026,33
244,0.00141481,14
245,0.0014829,14
246,0.00169607,14
247,0.00151553,14
248,0.0021942,22
249,0.00203603,22
250,0.00264699,22
251,0.00204296,13.5
252,0.00205387,14
253,0.00317083,23
