0,0.0010474,30.5
1,0.00157561,54.5
2,0.000681546,14.5
3,0.000661063,16
4,0.000783286,22
5,0.000501681,15.5
6,0.000632503,20.5
7,0.000725448,21.5
8,0.00147097,56
9,0.000737744,21
10,0.000587179,21
11,0.000743094,22.5
12,0.000996507,31
13,0.000983097,22,1
14,0.000919057,19.5
15,0.000908717,16
16,0.000992731,17.5
17,0.00115916,28.5
18,0.00117634,15
19,0.00158815,23.5
20,0.00183973,29
21,0.00186416,28.5
22,0.00237702,34
23,0.00253219,39.5
24,0.00215659,31.5
25,0.00077709,8.5
26,0.000980262,12.5
27,0.000817028,9
28,0.000911902,11
29,0.000908504,11
30,0.00107571,10.5
31,0.000908741,10.5
32,0.000874704,11.5
33,0.000907379,11.5
34,0.00125311,11.5
35,0.00126492,12.5
36,0.00121414,12.5
37,0.00109515,10
38,0.00103689,9.5
39,0.00107762,10.5
40,0.000865196,11.5
41,0.000918203,11.5
42,0.000939007,11.5
43,0.000977211,11
44,0.000965121,11
45,0.00104258,12
46,0.00102743,12
47,0.00113054,12.5
48,0.00111,12.5
49,0.00093814,10.5
50,0.00109144,10
51,0.000980617,11
52,0.00104574,11
53,0.000911603,11
54,0.000945787,12
55,0.00115707,12
56,0.000949108,15
57,0.00103332,15
58,0.000873576,10
59,0.00109154,11
60,0.00118834,12
61,0.00154911,22,1
62,0.00112984,16.5
63,0.00131845,21
64,0.000936392,9
65,0.00132058,10
66,0.00197883,22
67,0.00230452,29.5
68,0.00241131,29
69,0.00206925,26.5
70,0.00131778,8
71,0.00128408,12
72,0.00147211,8.5
73,0.00152548,10.5
74,0.00150581,10.5
75,0.0011631,10
76,0.00119698,10
77,0.00145224,11
78,0.00117927,11
79,0.00123169,11
80,0.0012971,12
81,0.00122426,12
82,0.00137252,9.5
83,0.00145445,9
84,0.00120477,10
85,0.00146251,11
86,0.00119756,12
87,0.00121759,12
88,0.00128643,14.5
89,0.0017657,14.5
90,0.00133282,11
91,0.00122074,11
92,0.00143266,10.5
93,0.00120528,10.5
94,0.00124003,11.5
95,0.00122901,11.5
96,0.00130681,10
97,0.00136205,9.5
98,0.00153199,10.5
99,0.00149355,10.5
100,0.00118121,10.5
101,0.00129111,11.5
102,0.00121236,11.5
103,0.00145871,9.5
104,0.00118725,10.5
105,0.00175294,11.5
106,0.001289,11.5
107,0.00126835,10.5
108,0.00136634,13.5
109,0.00128284,12.5
110,0.00140036,12.5
111,0.00125262,11.5
112,0.00136398,12.5
113,0.00133097,12.5
114,0.00125729,11.5
115,0.00126544,12.5
116,0.00127257,12.5
117,0.00133398,11.5
118,0.00141874,14
119,0.00140788,14
120,0.00144678,13
121,0.0013065,11
122,0.00119545,11
123,0.00122892,10
124,0.00129613,11
125,0.00123477,11
126,0.00125682,10
127,0.00129178,13
128,0.00132639,13
129,0.00124844,12
130,0.00129728,13
131,0.00131701,13
132,0.00128118,12
133,0.00127166,13
134,0.00134045,13
135,0.00151468,12
136,0.00127849,13
137,0.00127218,13
138,0.00128809,12
139,0.00136706,13
140,0.00129376,13
141,0.00139044,12
142,0.00132412,12.5
143,0.00139307,11
144,0.00153746,13
145,0.00134606,12.5
146,0.00129256,11
147,0.00137541,13
148,0.0012529,11.5
149,0.00119202,10
150,0.00146354,12
151,0.00150036,15.5
152,0.00146939,11,1
153,0.00118917,9
154,0.00158066,6
155,0.00169511,5
156,0.00167393,9.5
157,0.00236187,19
